,word,confident_similarity
3157,except,0.6558984518051147
1704,living,0.6558979749679565
4909,rule,0.6558671593666077
5189,raise,0.6558603644371033
14797,depend,0.6558418273925781
29789,interest,0.6558104753494263
33530,relative,0.6557964086532593
25956,judgement,0.6556782126426697
295,well,0.6555064916610718
3791,know,0.6552630662918091
5282,partner,0.6551584601402283
4673,freedom,0.6551557779312134
352,thing,0.6551200151443481
36968,contribute,0.6551133990287781
33949,convincing,0.6550914645195007
3293,accept,0.6548975706100464
44068,rethink,0.6547810435295105
7993,destroy,0.6543583273887634
6475,fully,0.654316246509552
6741,save,0.6543022990226746
4652,want,0.6542020440101624
7371,wisdom,0.654043436050415
12513,task,0.6539598107337952
14684,greatness,0.653809666633606
3694,blame,0.6532668471336365
14694,power,0.6530725359916687
9826,hardly,0.6530512571334839
5751,society,0.652991533279419
9118,despite,0.6528089046478271
10220,inner,0.6527794003486633
9881,term,0.6526924967765808
20863,disappoint,0.6526353359222412
18820,wonder,0.6526041626930237
10173,compare,0.6524243950843811
14527,permanent,0.6523056030273438
6017,pleasure,0.6522459387779236
320,work,0.6519631743431091
22920,focus,0.6516993641853333
2626,lose,0.651684582233429
9237,unfortunately,0.6516264081001282
3667,figure,0.651622474193573
22781,driven,0.6515659093856812
5688,see,0.6515267491340637
23045,involve,0.6514790058135986
1642,worry,0.651400625705719
4264,decision,0.6513504385948181
2590,fear,0.651345431804657
3664,push,0.6511733531951904
35457,principle,0.6511490345001221
374,give,0.651142954826355
17214,attract,0.6511096358299255
363,something,0.6511059403419495
3663,reach,0.6510704159736633
23918,strive,0.6510204076766968
5266,remind,0.6509543061256409
56635,whereas,0.6508455276489258
4595,friendship,0.6506689190864563
3081,energy,0.6506599187850952
5861,mind,0.650591254234314
2908,relationship,0.6505499482154846
7014,process,0.6505452394485474
2580,afraid,0.6504600644111633
3502,clear,0.6501110792160034
20451,associate,0.6500492691993713
39643,extent,0.6500027775764465
7884,mostly,0.6498813033103943
20172,importance,0.6496821045875549
20196,circumstance,0.6494029760360718
13708,worthy,0.6492087244987488
15037,reward,0.649154782295227
19247,challenge,0.6491480469703674
27978,provide,0.649084210395813
2625,move,0.648816704750061
24623,conscious,0.6487594842910767
1969,love,0.6487433314323425
4680,hardest,0.6487128138542175
1469,whatever,0.6486257910728455
5433,negative,0.6483672857284546
10238,side,0.648324191570282
3649,quiet,0.648319661617279
8899,impact,0.6482419967651367
14155,partner,0.6479583382606506
17897,underestimate,0.647917628288269
3116,ahead,0.647784411907196
25103,necessarily,0.6474636197090149
30014,burden,0.6474084854125977
6405,possibly,0.6472547054290771
1290,hold,0.6472411751747131
14072,sacrifice,0.6471917629241943
3479,apart,0.6468555331230164
16776,intention,0.6465381979942322
3035,trouble,0.6465177536010742
3041,present,0.6463046669960022
5427,bring,0.6462245583534241
7410,dangerous,0.6459646224975586
46472,solely,0.6459575295448303
29073,unlikely,0.6459358334541321
8489,understands,0.6459150910377502
24467,stable,0.6457695364952087
22864,prove,0.6456993222236633
744,make,0.645571768283844
23426,satisfaction,0.6455364227294922
15272,disappointment,0.6455182433128357
2404,seem,0.6450150012969971
1135,work,0.6449929475784302
4100,emotional,0.6446789503097534
36276,establish,0.6446279287338257
10473,create,0.6446026563644409
8675,desire,0.6445692777633667
9513,focus,0.6445192098617554
19253,encourage,0.6445093750953674
23240,intend,0.6443886160850525
31226,ought,0.6443682909011841
3195,reality,0.6443541049957275
31298,integrity,0.6441789865493774
12316,condition,0.6440496444702148
1417,know,0.6439379453659058
6261,term,0.6438452005386353
43238,stability,0.6438438296318054
25493,discipline,0.6436181664466858
7196,argument,0.6435685753822327
23530,privilege,0.6434704661369324
21541,decide,0.6432607173919678
9667,boost,0.6431716680526733
47516,ultimately,0.6430012583732605
10536,discus,0.6429336667060852
8178,consider,0.6429144740104675
11626,opportunity,0.6424943804740906
8776,lead,0.6424235701560974
2467,anybody,0.6423850655555725
16884,creativity,0.6423096060752869
10024,impress,0.642246425151825
4523,closer,0.6422190070152283
6398,receive,0.6420691013336182
5574,high,0.6420544981956482
21737,outcome,0.6420436501502991
2887,none,0.642011821269989
2117,judge,0.6419776678085327
36862,sanity,0.6418178081512451
3653,hop,0.6418142318725586
26930,improve,0.6417553424835205
1823,attention,0.6417363882064819
14097,invest,0.641696572303772
4119,teach,0.6416046619415283
19162,generally,0.6415383219718933
4327,learn,0.6414815783500671
7057,treat,0.641470193862915
1210,problem,0.6413409113883972
8006,enemy,0.6413348913192749
171,need,0.6412288546562195
3563,doesnt,0.6411216259002686
7486,built,0.6410988569259644
31130,encourage,0.6410338282585144
15870,ordinary,0.6409388184547424
245,always,0.640932023525238
954,others,0.6408847570419312
5889,risk,0.6408596038818359
4872,current,0.6408447027206421
8100,besides,0.6408416628837585
515,help,0.6407878994941711
41601,concern,0.6406380534172058
1911,deserve,0.6406183242797852
1240,woman,0.6405633091926575
33190,justify,0.6405124664306641
14521,motivate,0.6404522657394409
19399,exception,0.6403343081474304
5358,prefer,0.6403293609619141
7736,find,0.640242874622345
28303,connection,0.6401945948600769
8121,benefit,0.6398391723632812
29821,handle,0.6396600604057312
29537,control,0.639541745185852
2913,rich,0.6393911838531494
11622,suffer,0.6393783092498779
5946,passion,0.6393450498580933
5041,emotion,0.6392616629600525
37089,balance,0.6391627788543701
196,would,0.6391523480415344
876,need,0.6391350030899048
5058,express,0.6390164494514465
17280,forgiveness,0.6389572024345398
1258,side,0.6389121413230896
19635,mainly,0.6388281583786011
3739,shame,0.6387770175933838
14190,unhappy,0.6386089324951172
11909,appearance,0.6384531259536743
664,wrong,0.6383873224258423
2668,suppose,0.6383801102638245
1664,exactly,0.6382361054420471
10236,include,0.6380577683448792
15138,brain,0.6378711462020874
10598,sooner,0.6378125548362732
9896,habit,0.6377960443496704
2718,complete,0.6377898454666138
2972,care,0.6376186609268188
1068,take,0.6374263763427734
24681,mindset,0.637371301651001
1793,sign,0.6373414397239685
5987,meaning,0.6373406052589417
1333,feeling,0.6372969150543213
11507,resolution,0.63726806640625
30234,moral,0.6368301510810852
1722,realize,0.6367804408073425
23194,risk,0.6367108225822449
10058,expectation,0.6367086172103882
42525,grasp,0.6366985440254211
12710,behavior,0.6366521716117859
15651,represent,0.6366146206855774
19877,explanation,0.6365659832954407
18670,prof,0.6364896893501282
598,another,0.6364629864692688
3373,explain,0.6363113522529602
10275,opinion,0.6362717151641846
341,great,0.6359975337982178
1169,happen,0.6359838843345642
22506,individual,0.6359319686889648
1268,different,0.6358365416526794
1378,deal,0.6357918381690979
21310,continued,0.6357237696647644
31173,satisfy,0.6355772614479065
23883,manner,0.6355600953102112
28339,affect,0.635515570640564
15512,harm,0.6355034112930298
3731,show,0.6354407072067261
34349,strengthen,0.6354029178619385
1963,spend,0.6353447437286377
4373,rise,0.6352447867393494
238,someone,0.634869396686554
186,think,0.6348171234130859
7533,shape,0.6346491575241089
8753,afford,0.6346449255943298
16072,accept,0.6346157789230347
14255,closest,0.6343961358070374
6510,path,0.6343569159507751
1045,woman,0.6342948079109192
23174,improvement,0.634219765663147
2011,meant,0.6339762210845947
1336,stand,0.633949339389801
13866,convince,0.6337777972221375
844,think,0.6336674094200134
5032,complain,0.6336598992347717
30554,intellectual,0.6335228085517883
8235,active,0.6335083246231079
23239,inform,0.6334370374679565
41029,abandon,0.6333854794502258
6849,fill,0.6333625912666321
29399,transform,0.6333569288253784
2248,lie,0.6332091689109802
26777,dignity,0.63303142786026
16302,environment,0.6329081058502197
2309,bad,0.6328675746917725
16967,ambition,0.6328583359718323
1249,business,0.6327409744262695
1971,big,0.632735013961792
29767,expect,0.632720947265625
606,look,0.6326784491539001
49257,dependent,0.6326547265052795
14268,resist,0.6325327754020691
41687,recognise,0.6324483156204224
284,take,0.6324076056480408
8084,bond,0.6322365403175354
11793,majority,0.6321765780448914
25412,wisely,0.6321231722831726
8058,safety,0.6320741772651672
1064,word,0.6320235133171082
1109,past,0.6320078372955322
23301,consequence,0.6318973898887634
6135,refuse,0.6318121552467346
17267,easy,0.6317031383514404
410,thing,0.631661057472229
37499,consistently,0.6316270232200623
3861,rule,0.6314992904663086
37202,consistency,0.6314852237701416
202,much,0.631415605545044
9697,unknown,0.6314069628715515
50536,maintain,0.6313467621803284
21450,organization,0.6312963962554932
1213,close,0.6312621831893921
4714,anywhere,0.6310234665870667
38352,tougher,0.6308383941650391
25787,expand,0.6307438015937805
1229,least,0.6306799054145813
4038,interested,0.6306025385856628
5239,distance,0.6305463314056396
902,forget,0.630486249923706
30412,continue,0.630481481552124
987,bring,0.6304100155830383
18363,judged,0.6303750872612
13899,disagree,0.6303641200065613
24113,difference,0.6303295493125916
1426,power,0.630328893661499
5452,care,0.6303278207778931
25776,eager,0.6302334666252136
20610,provide,0.6301929950714111
4649,issue,0.6300249695777893
2840,put,0.6299956440925598
5734,argue,0.629987359046936
2436,possible,0.6298792958259583
7631,plenty,0.6298534870147705
3010,brain,0.6297920346260071
2093,agree,0.6297494769096375
5971,secret,0.6297226548194885
3836,forgive,0.6296690106391907
5057,ruin,0.6295430064201355
61242,whichever,0.6295273900032043
21145,quicker,0.629526674747467
24077,carefully,0.629494309425354
4157,fault,0.6291713118553162
11275,suggest,0.6291464567184448
10749,impressed,0.62912917137146
2735,mess,0.6289226412773132
5935,quickly,0.6288554072380066
11920,wherever,0.6288103461265564
37918,prefer,0.6287829875946045
4754,taught,0.6286965608596802
9031,discover,0.6286933422088623
20827,remind,0.6285969018936157
758,leave,0.62856525182724
16183,belongs,0.6285272240638733
7949,survive,0.6284947991371155
436,talk,0.6284046769142151
2966,shall,0.6280373930931091
61870,overlook,0.6280354261398315
27706,intention,0.6280311346054077
24803,concern,0.6280204057693481
1854,speak,0.6279242038726807
36779,distract,0.6278969645500183
21199,test,0.6278654932975769
18253,valuable,0.6278607845306396
3870,hide,0.6277151703834534
3101,completely,0.627506673336029
8877,destiny,0.6275013089179993
1900,lead,0.6273661255836487
190,never,0.6272918581962585
26183,criticism,0.6271191835403442
42556,purely,0.6270415782928467
8228,vision,0.6269752979278564
55273,lack,0.626961886882782
26670,question,0.6269581913948059
894,also,0.6269031763076782
31325,define,0.626857578754425
10987,solve,0.6267923712730408
59347,reconsider,0.6267865300178528
554,many,0.6267656683921814
1534,behind,0.6265871524810791
7034,settle,0.6265506744384766
22860,extraordinary,0.6265047192573547
31600,promising,0.6264684200286865
7432,apologize,0.626349687576294
44420,suitable,0.6263495683670044
15853,wealth,0.6263312697410583
2012,tell,0.6262578368186951
29294,convenient,0.626161515712738
16296,trust,0.6261087656021118
30516,express,0.6260245442390442
18202,refer,0.6256923675537109
10009,appear,0.6256080865859985
10537,deny,0.6254875659942627
19418,surprising,0.6253843307495117
26676,inspires,0.6253828406333923
8277,compare,0.6253187656402588
5728,claim,0.6252679228782654
55715,motivates,0.6251861453056335
3993,admit,0.6250418424606323
43820,enhance,0.6246915459632874
8582,sake,0.6245936751365662
10213,individual,0.6241990327835083
8497,accepted,0.6241914629936218
4246,spirit,0.6241590976715088
16565,reach,0.6235055327415466
5037,chase,0.6233455538749695
4981,bother,0.623318076133728
27593,guidance,0.6233070492744446
580,money,0.6232866048812866
2397,calm,0.6231614351272583
41223,typically,0.6231397390365601
5473,create,0.6231296062469482
10784,manage,0.623098611831665
43783,worthwhile,0.6229406595230103
29031,control,0.6228036880493164
3518,return,0.6227976679801941
5523,protect,0.6227667331695557
13343,defend,0.6225820779800415
19216,overcome,0.622535765171051
1473,everyday,0.6225146055221558
5614,cost,0.622490644454956
8385,connection,0.6224849820137024
1732,forward,0.6224220991134644
9234,god,0.6224111914634705
25417,doubt,0.6223928332328796
15688,separate,0.6223059296607971
14062,connect,0.6222607493400574
8645,complicate,0.6221314072608948
1636,answer,0.6221068501472473
15516,face,0.6220418810844421
8886,worry,0.621921718120575
2611,fair,0.6218553781509399
5549,correct,0.6218128204345703
17927,appropriate,0.6217529773712158
22326,develop,0.6217368841171265
2873,count,0.6217013001441956
13184,stop,0.6215742230415344
11087,ashamed,0.6215017437934875
9181,useless,0.6214931607246399
23407,tolerate,0.6214874386787415
29500,overwhelm,0.6214521527290344
34557,boundary,0.6214229464530945
11417,intelligence,0.6213992834091187
39751,achieve,0.621385931968689
3089,regret,0.6213796734809875
13745,complex,0.6213700175285339
9186,act,0.6213415265083313
7542,part,0.621249258518219
3577,major,0.6212291121482849
4849,upon,0.6211683750152588
13030,remains,0.6211480498313904
35366,elsewhere,0.6211166381835938
28507,unsure,0.6210930943489075
38051,build,0.6210918426513672
4640,begin,0.6210587620735168
37073,aim,0.6209853887557983
3828,sagittarius,0.6209216713905334
2692,thankful,0.620861291885376
2419,clean,0.6208577752113342
25554,demand,0.6208317875862122
25938,behalf,0.6206538081169128
4830,folk,0.620649516582489
416,keep,0.6205884218215942
2401,weight,0.6205862760543823
12538,imagination,0.6205186247825623
547,true,0.620468258857727
24118,polite,0.620341956615448
6556,blessing,0.6202942728996277
11913,danger,0.6202793717384338
14592,confuse,0.6201953887939453
16694,experience,0.6201096177101135
14492,raise,0.62005215883255
15557,passionate,0.6199647188186646
1215,support,0.6199620366096497
5421,motivation,0.6199275255203247
6050,answer,0.6198707818984985
1659,instead,0.6198159456253052
25673,last,0.619769275188446
17364,person,0.619713544845581
8427,raise,0.619705855846405
6907,lead,0.619650661945343
4509,pretend,0.6196016073226929
27561,rejection,0.6195972561836243
4147,suppose,0.619510293006897
46779,reflect,0.6193317770957947
11633,inspire,0.6192616820335388
33939,sexuality,0.6192284822463989
38735,narrow,0.6192055940628052
11440,commit,0.6191949248313904
4655,prove,0.6191394925117493
2177,wont,0.6190618276596069
6422,expect,0.6190003156661987
19907,place,0.618977427482605
11644,damage,0.6189170479774475
5849,pressure,0.6189027428627014
38913,oppose,0.6188026666641235
22410,motivate,0.6187266111373901
8162,increase,0.6187152862548828
1588,dream,0.6186684370040894
12487,acceptable,0.6186339259147644
50562,desire,0.6185511946678162
2034,deep,0.6184751391410828
11304,communication,0.6183716058731079
15932,differently,0.6183661222457886
6909,skill,0.6183457970619202
35804,aspect,0.6183416247367859
9786,force,0.6181967854499817
19914,valid,0.6180639863014221
8146,realise,0.6179832816123962
10217,forget,0.6179476976394653
15497,grows,0.6178357601165771
1480,daily,0.6178346872329712
4670,work,0.6177939176559448
29648,demand,0.6177098155021667
868,turn,0.6174618005752563
12824,believe,0.6174008250236511
40212,obtain,0.617369532585144
44354,preference,0.6173188090324402
957,use,0.6173018217086792
3945,harder,0.6172548532485962
20566,forgive,0.6172427535057068
4078,spending,0.6171057820320129
8547,curious,0.6170599460601807
3317,obviously,0.6170324683189392
12056,commit,0.6169529557228088
4954,faster,0.6168498396873474
33511,applies,0.6167681813240051
208,right,0.6167055368423462
929,nobody,0.6166878342628479
182,really,0.6164429783821106
4111,turn,0.6164108514785767
13718,firm,0.6163932085037231
29219,appreciates,0.6163924336433411
5412,comfortable,0.6163454651832581
5456,indeed,0.616306483745575
55721,demonstrate,0.61625736951828
11678,disrespect,0.6162473559379578
1706,definitely,0.6161076426506042
10337,option,0.6160913109779358
86534,stimulate,0.6160298585891724
5739,disappointed,0.6159924268722534
46289,encourage,0.6159893274307251
14111,proven,0.6159598231315613
28544,merely,0.6159394383430481
5613,creative,0.6157758235931396
1069,point,0.6157056093215942
7651,attach,0.6156561374664307
8264,stay,0.6155566573143005
33464,efficient,0.6154491901397705
12462,deliver,0.6154273748397827
5005,isnt,0.6152940988540649
12895,treat,0.6152153611183167
48912,encourages,0.6151702404022217
4558,surprised,0.6150490045547485
27573,recognition,0.6150399446487427
8777,set,0.6149399876594543
32481,serf,0.6148366928100586
1083,body,0.6148360371589661
5998,grateful,0.6148260831832886
1006,go,0.6148186922073364
3774,capricorn,0.6147964596748352
1041,come,0.614584743976593
3713,old,0.614546537399292
478,mean,0.614510178565979
2015,promise,0.6143791675567627
3429,hold,0.6143754124641418
51452,rational,0.614264726638794
3432,opinion,0.6142098903656006
4137,offer,0.6141725778579712
4879,education,0.6141718029975891
10078,customer,0.6140052080154419
26727,compassion,0.6139612793922424
15725,support,0.6139000654220581
8818,solution,0.6138941049575806
81658,ass,0.613845705986023
4026,worried,0.613830029964447
66943,downside,0.6138227581977844
1232,bad,0.6137227416038513
3196,action,0.6135578155517578
13544,require,0.61353600025177
26236,importantly,0.6134196519851685
28287,exist,0.613409698009491
40266,intent,0.6133180856704712
53112,necessity,0.6131141185760498
8085,hiding,0.6130969524383545
1523,pain,0.6130048036575317
32692,identify,0.612980306148529
22930,unable,0.6129293441772461
20873,favour,0.612717866897583
16047,critical,0.6127049922943115
7174,happier,0.6125741600990295
296,well,0.6124916672706604
10399,curse,0.612460732460022
55964,credibility,0.6124497056007385
44763,reevaluate,0.6122702360153198
3726,quality,0.6122573614120483
41700,factor,0.6122168302536011
49604,manages,0.6121203899383545
115,know,0.6120344400405884
16989,foolish,0.6119481921195984
23632,denial,0.6119163632392883
5329,personality,0.6118841767311096
2603,along,0.6118780374526978
10966,timing,0.6118710041046143
48811,objective,0.6118295788764954
1321,see,0.6117960810661316
35158,aim,0.6117311120033264
40179,spite,0.6117280125617981
1647,honestly,0.611675500869751
20339,talent,0.6114581823348999
7042,nowhere,0.6114569306373596
16824,explain,0.6114052534103394
183,make,0.6113619208335876
5895,proper,0.6113079786300659
20938,addition,0.611284613609314
17191,worl,0.6111626029014587
6021,rough,0.6111387014389038
63362,ethic,0.6110199689865112
8911,hold,0.6109474301338196
2940,whenever,0.61090487241745
6424,decent,0.6109001636505127
29646,manage,0.6108335852622986
46348,midst,0.6108134984970093
10839,situation,0.6107802987098694
1916,child,0.6107542514801025
24487,protect,0.6107531189918518
3579,talk,0.6107475161552429
18351,amaze,0.6107146739959717
896,probably,0.6104872226715088
38707,encouragement,0.6104101538658142
12041,ignorance,0.6104004979133606
37997,eliminate,0.6103156805038452
6297,proof,0.6102858781814575
6054,strange,0.6101303100585938
35598,spouse,0.6101014018058777
2541,health,0.610096275806427
14120,pleased,0.6100912690162659
14692,seem,0.610085666179657
5780,loose,0.6099408268928528
11549,kindness,0.6098822355270386
32501,disguise,0.6098653674125671
4998,lesson,0.6097451448440552
33664,settle,0.6097360253334045
15659,compete,0.6097130179405212
6456,screw,0.6097003817558289
34141,reserve,0.6096198558807373
21095,refer,0.6095755696296692
11032,believe,0.6095044612884521
36212,handle,0.6094675064086914
54516,accountable,0.6094657182693481
29024,organize,0.6094149947166443
4164,decide,0.6090506315231323
30226,fulfill,0.609001100063324
4106,talent,0.608982503414154
12074,suffer,0.6089073419570923
2156,quick,0.6088409423828125
23399,teach,0.6087417006492615
6258,lesson,0.6087308526039124
28136,immediate,0.6087067723274231
53856,beneficial,0.6086973547935486
17139,introduce,0.6086727380752563
1399,rest,0.6084902286529541
30960,recognize,0.6084882020950317
39031,fault,0.6084181666374207
3678,challenge,0.6084133982658386
18082,cherish,0.6084073185920715
65369,accountability,0.6084068417549133
43427,latter,0.6082714200019836
8658,cause,0.608191192150116
621,thought,0.6081628203392029
992,hurt,0.6081605553627014
1103,lose,0.6081057786941528
9173,dedicate,0.6080715656280518
4429,allow,0.6080702543258667
5386,information,0.6080677509307861
5547,steal,0.6080581545829773
888,fall,0.6080301403999329
6177,pay,0.6080265045166016
3117,somewhere,0.6079305410385132
10706,drive,0.6079155206680298
9545,leadership,0.6078912615776062
13981,humanity,0.6077522039413452
5404,barely,0.6077327132225037
463,long,0.607711136341095
5873,constantly,0.6077026724815369
5511,faithful,0.6076241135597229
367,world,0.6075714230537415
6142,journey,0.6075090765953064
8713,enemy,0.6073169112205505
13524,method,0.6072642803192139
26327,provide,0.607214093208313
8633,highly,0.6071731448173523
7262,support,0.6071594953536987
6463,become,0.6071299314498901
12955,constant,0.60700523853302
