,word,confident_similarity
1221,experience,0.4207684397697449
2281,believe,0.4207429587841034
580,call,0.42058849334716797
1420,way,0.4204116761684418
567,real,0.4200301468372345
773,instead,0.42001035809516907
1671,particular,0.41992372274398804
934,come,0.41964516043663025
2394,bring,0.4195193350315094
4909,encourage,0.4192385971546173
804,thought,0.4191153347492218
1508,protect,0.41859740018844604
69,people,0.41845694184303284
999,attention,0.4181535542011261
1153,response,0.4181251525878906
5217,determination,0.4179039001464844
1496,self,0.41775840520858765
1124,condition,0.4169987738132477
399,become,0.41690540313720703
2994,strong,0.41676950454711914
1515,beyond,0.41676065325737
1587,approach,0.41667792201042175
2265,continue,0.416415810585022
1857,fully,0.41619959473609924
4840,consistent,0.41595545411109924
451,decision,0.4158419370651245
161,work,0.4157502055168152
1595,tough,0.41552817821502686
900,either,0.41538703441619873
1413,great,0.41537708044052124
173,long,0.4152168929576874
1303,limited,0.41512396931648254
881,get,0.4151047170162201
873,thing,0.41481178998947144
3742,quiet,0.4144110083580017
5604,careful,0.4143119156360626
3936,definitely,0.4142865240573883
1290,kept,0.4139256179332733
956,demand,0.4138961434364319
1079,term,0.41377508640289307
1525,call,0.4135667085647583
1657,ability,0.41356074810028076
2874,achieve,0.41337525844573975
1210,create,0.4133695960044861
3124,thanks,0.4133155941963196
826,pressure,0.4132770895957947
1566,avoid,0.4128030240535736
1120,matter,0.41214749217033386
353,great,0.41207757592201233
2282,unable,0.411979079246521
109,many,0.41196832060813904
1100,sign,0.4119526743888855
2194,trouble,0.4116435945034027
2021,intend,0.41158878803253174
757,care,0.4115864336490631
1118,risk,0.4114620089530945
1721,presence,0.41113609075546265
2168,answer,0.41109341382980347
1675,choice,0.4109176993370056
11471,importantly,0.41083046793937683
2472,wait,0.4107457995414734
5857,cautious,0.4105806350708008
6437,adequate,0.410573273897171
4702,truly,0.41043907403945923
2066,provide,0.4104388952255249
241,place,0.40981701016426086
1349,felt,0.40970033407211304
1795,prepared,0.40961968898773193
3697,absence,0.4094593822956085
2617,establish,0.409440815448761
1829,give,0.4093833565711975
116,make,0.4092961251735687
1863,accept,0.40916717052459717
295,add,0.40892407298088074
1198,provide,0.4087708592414856
2037,effective,0.40867072343826294
2515,balance,0.40859469771385193
2708,extremely,0.408398300409317
2133,unless,0.408180832862854
4191,attitude,0.407910019159317
8760,spite,0.4077746272087097
308,money,0.4076317548751831
1997,reason,0.4076184332370758
1937,boost,0.4074071943759918
1474,raise,0.4073420464992523
1077,talk,0.407023549079895
3564,encourage,0.4069260358810425
907,make,0.4069243371486664
9404,expectation,0.40686920285224915
948,remains,0.40679505467414856
423,others,0.40660378336906433
2582,quick,0.4065133035182953
383,close,0.40624839067459106
1766,sought,0.4061836004257202
394,plan,0.40608343482017517
1506,quality,0.4060676395893097
7246,ensure,0.4058557152748108
3960,absolutely,0.4056972861289978
2360,insist,0.4056537449359894
7304,insist,0.40555518865585327
1544,anyone,0.40551236271858215
214,life,0.40510332584381104
6235,insist,0.4050329029560089
6358,willingness,0.4049476385116577
2175,possibility,0.40491390228271484
5823,moreover,0.40487033128738403
5928,demonstrate,0.4048290550708771
3328,stable,0.40477290749549866
8243,anxious,0.40470314025878906
495,issue,0.40459737181663513
3734,proper,0.40416383743286133
1361,tell,0.40357735753059387
460,order,0.4034987688064575
182,next,0.40309441089630127
965,probably,0.40279796719551086
527,policy,0.40271344780921936
4398,obvious,0.4026011526584625
4730,suggest,0.4025745391845703
11371,assurance,0.4025031626224518
848,fail,0.40248721837997437
5203,basically,0.40212804079055786
1443,message,0.4019617736339569
5036,necessarily,0.40177255868911743
1726,else,0.40174999833106995
3808,encourage,0.40164583921432495
8185,lack,0.40163734555244446
608,action,0.40152251720428467
5848,optimism,0.4013385772705078
2137,agree,0.4011690020561218
2324,require,0.40094485878944397
6383,impression,0.4009188115596771
2335,focus,0.4008360803127289
3624,compromise,0.40078088641166687
1112,offer,0.40067407488822937
2660,see,0.40060514211654663
1209,significant,0.4005618095397949
4780,pleased,0.40042799711227417
2604,importance,0.4003450572490692
2124,solution,0.4002475440502167
570,term,0.400241494178772
1335,positive,0.4002217948436737
287,expect,0.39977172017097473
1403,actually,0.39974963665008545
880,example,0.39964213967323303
755,investor,0.3996044993400574
707,ahead,0.39946046471595764
1853,trust,0.3994348347187042
1177,quickly,0.39941009879112244
2279,demand,0.39891016483306885
1308,threat,0.39885416626930237
827,american,0.3985593914985657
10005,stress,0.3982204496860504
153,part,0.3981218934059143
992,poor,0.3980458378791809
3392,explain,0.398020476102829
4544,merely,0.39796510338783264
3449,priority,0.3978802263736725
117,like,0.3978438675403595
424,control,0.39769840240478516
170,another,0.3972696363925934
747,problem,0.39697667956352234
6191,comfort,0.3968988060951233
4945,maintain,0.39678698778152466
6915,ought,0.39675384759902954
6081,honest,0.39672228693962097
3977,manner,0.39659154415130615
2892,crucial,0.39648136496543884
661,ever,0.3963928520679474
500,work,0.3962286114692688
1182,measure,0.39622724056243896
4440,belief,0.39615198969841003
2116,help,0.3960954546928406
2435,expectation,0.39582833647727966
1922,pretty,0.3957068622112274
1979,advantage,0.3956215977668762
1570,citizen,0.3955777883529663
7105,want,0.39528247714042664
2111,offering,0.3951418697834015
2125,none,0.39489346742630005
3255,touch,0.39478355646133423
513,nation,0.3945479691028595
211,market,0.3944782018661499
1212,warn,0.39439812302589417
251,economic,0.3943080008029938
1895,lose,0.394180029630661
6148,guarantee,0.39409637451171875
971,call,0.3940887451171875
2009,recovery,0.3937470018863678
845,brought,0.39355936646461487
700,meet,0.39351922273635864
148,official,0.39340728521347046
4018,ordinary,0.39337071776390076
3305,healthy,0.39329811930656433
2223,relatively,0.3931446671485901
2842,understand,0.39312759041786194
248,right,0.39305222034454346
16,say,0.39287763833999634
465,start,0.39247074723243713
2909,ultimately,0.39220327138900757
1346,stand,0.3921089470386505
3192,resolve,0.39204373955726624
4077,prospect,0.39192304015159607
5716,convince,0.39188283681869507
415,free,0.3918640911579132
1394,express,0.39176836609840393
1156,potential,0.39176109433174133
1190,build,0.39173048734664917
5738,uncertain,0.39158159494400024
1561,suggest,0.39144036173820496
349,peace,0.39143267273902893
374,statement,0.3911115825176239
671,problem,0.3910461366176605
1356,leadership,0.3910262882709503
249,day,0.390966534614563
2174,strength,0.390939861536026
395,financial,0.39075660705566406
7206,evident,0.3906927704811096
4060,vital,0.39037373661994934
2750,prove,0.3903650641441345
2587,everybody,0.3901972770690918
2821,tell,0.3899635672569275
466,administration,0.3897239565849304
1899,failure,0.3896729648113251
1464,protection,0.38957202434539795
7360,surely,0.38948774337768555
3627,outcome,0.3894028067588806
1494,direct,0.38937562704086304
894,personal,0.38927754759788513
5399,enable,0.3890881836414337
834,consider,0.38886743783950806
137,back,0.3886603116989136
476,ask,0.388590931892395
1881,maybe,0.3885508179664612
5241,objective,0.38853171467781067
2113,increasingly,0.38847625255584717
1386,require,0.38837698101997375
943,present,0.3883209526538849
3052,danger,0.38827380537986755
847,decide,0.38825827836990356
263,come,0.388007789850235
2761,chance,0.3879948854446411
2796,exactly,0.38791486620903015
2110,wait,0.3876713216304779
1580,thus,0.38734543323516846
359,every,0.3871729075908661
12271,certainty,0.3871004283428192
3546,partly,0.3870641589164734
3598,improvement,0.3870108425617218
3691,unclear,0.38696107268333435
2011,step,0.3868042528629303
3128,maintain,0.38651755452156067
1769,measure,0.3864303529262543
2001,one,0.3861575722694397
981,toward,0.3861338198184967
6199,hopefully,0.3860177993774414
2619,ask,0.3859443962574005
704,position,0.3857080042362213
2034,consumer,0.38553184270858765
147,week,0.38524848222732544
1115,whole,0.38511303067207336
2967,require,0.38502660393714905
265,month,0.3848368227481842
420,away,0.38461726903915405
338,least,0.3846051096916199
963,help,0.3844297230243683
7480,meantime,0.3844184875488281
1747,strategy,0.3843173086643219
3854,inform,0.3841913342475891
3553,surprised,0.3841845691204071
381,leader,0.3841506540775299
8253,believe,0.3840412199497223
1088,safety,0.3840392529964447
1927,happen,0.38403254747390747
2412,think,0.38400495052337646
397,recent,0.38395023345947266
2800,purpose,0.383762925863266
5570,doubt,0.3836175203323364
621,face,0.3835981488227844
1791,fair,0.3835432827472687
1885,gain,0.38349345326423645
3419,suggest,0.38344529271125793
2661,surprise,0.3832143545150757
1448,challenge,0.3831462264060974
5946,depend,0.3830314576625824
2690,weak,0.382601797580719
6129,guaranteed,0.38244372606277466
646,give,0.3822941482067108
2164,promote,0.3822516202926636
5237,understood,0.38216057419776917
4657,afraid,0.3820441961288452
4118,reflect,0.38198038935661316
505,level,0.3819518983364105
3431,deliver,0.3817509710788727
4081,plenty,0.38155460357666016
1449,prevent,0.3815461993217468
5095,equally,0.38148233294487
591,almost,0.3812723457813263
2146,look,0.3811383545398712
1217,condition,0.3809337615966797
3343,risk,0.3807668685913086
546,process,0.3807469606399536
2771,bad,0.3807121813297272
6328,hopeful,0.3805934190750122
76,last,0.3805847465991974
8788,meaningful,0.3804958760738373
8514,sustain,0.3802356719970703
3568,improve,0.38012397289276123
3240,advice,0.3801051080226898
517,week,0.3800574541091919
4995,legitimate,0.3800094723701477
2558,refer,0.37998881936073303
1040,immediately,0.3798106014728546
1742,policy,0.3797895610332489
4413,overcome,0.3795534372329712
823,hand,0.3791173994541168
1746,nature,0.37908756732940674
5500,reluctant,0.3786167800426483
1219,upon,0.3786158859729767
746,course,0.3785904049873352
8263,decent,0.37849918007850647
3051,solid,0.3784768879413605
754,continued,0.3783060908317566
3667,substantial,0.378285676240921
1975,warn,0.3781147301197052
4254,disappointed,0.37778154015541077
3710,enjoy,0.37770071625709534
4601,realize,0.3776032030582428
1485,alone,0.37759554386138916
3799,steady,0.3775625228881836
852,turn,0.3772672414779663
8990,assurance,0.37723276019096375
4031,comfortable,0.3771728277206421
6694,wish,0.37703174352645874
1573,generally,0.3770156502723694
1574,appeal,0.37698671221733093
5467,reflect,0.37670448422431946
1637,freedom,0.37662988901138306
12182,reassure,0.376515656709671
4345,excellent,0.37633994221687317
3614,restore,0.37619540095329285
7493,lack,0.37587955594062805
9994,necessity,0.37579116225242615
2167,fear,0.37566497921943665
254,best,0.37561050057411194
533,current,0.37553277611732483
559,plan,0.37550726532936096
52,also,0.37550196051597595
899,person,0.37540024518966675
737,agree,0.3753487467765808
1803,look,0.37531864643096924
1557,environment,0.3752830922603607
2644,elsewhere,0.3752301335334778
8591,satisfaction,0.37515631318092346
5771,credibility,0.37506526708602905
4002,tomorrow,0.3750212788581848
9665,supportive,0.37497037649154663
547,agreement,0.3748808801174164
1416,status,0.37486112117767334
3498,circumstance,0.37474679946899414
5507,assume,0.37460634112358093
2049,slow,0.374578595161438
5346,consideration,0.37452465295791626
1336,complete,0.3745059669017792
1924,set,0.3744647800922394
7064,enthusiasm,0.3744445741176605
2590,possibly,0.3744385540485382
7499,skeptical,0.37421977519989014
4559,fairly,0.37409892678260803
837,stop,0.37395375967025757
3866,feel,0.37381696701049805
3336,regard,0.373725950717926
3313,contrast,0.37363868951797485
3459,extend,0.37361276149749756
2431,clean,0.3735373616218567
209,political,0.3734283745288849
5408,anyway,0.3733903765678406
4295,proof,0.37290242314338684
1318,someone,0.37279194593429565
3291,nobody,0.3727375864982605
1693,responsibility,0.37258386611938477
1900,increase,0.3725282847881317
8130,wary,0.37251177430152893
4015,extent,0.3722788095474243
793,similar,0.3722416162490845
6174,somehow,0.37199684977531433
1433,impact,0.3718278110027313
1046,change,0.3717229664325714
2023,allow,0.37168627977371216
210,say,0.37165120244026184
3592,strengthen,0.3712516725063324
1731,government,0.3712422251701355
1299,successful,0.37091243267059326
3101,explain,0.37089914083480835
993,late,0.3708510398864746
6234,overwhelm,0.37078186869621277
1434,urge,0.3707304000854492
2301,meaning,0.37071168422698975
258,business,0.3705752193927765
6547,let,0.37052103877067566
419,information,0.37043026089668274
887,allow,0.3704146146774292
10810,sufficiently,0.370310515165329
4700,stay,0.37028273940086365
244,among,0.3702455163002014
8347,helpful,0.3702143430709839
4355,fail,0.37014535069465637
4946,reflect,0.3701448440551758
961,analyst,0.3701036870479584
1619,carry,0.37004992365837097
2099,decide,0.3699524998664856
3437,deal,0.3699323236942291
3475,suggests,0.36982262134552
11058,reasonably,0.36979207396507263
6961,acknowledge,0.36971527338027954
6330,acceptable,0.3695555627346039
2714,faith,0.3695051074028015
2567,friendly,0.3694959580898285
1122,access,0.3693990409374237
568,authority,0.369322806596756
4857,practical,0.3691501319408417
672,private,0.36905208230018616
4881,sight,0.36904171109199524
175,call,0.36900418996810913
7444,embrace,0.3689260482788086
2344,decision,0.36889877915382385
1164,credit,0.36889368295669556
2814,peaceful,0.3687973618507385
1797,wrong,0.3687104880809784
9372,prompt,0.3686312139034271
17306,reassure,0.36860963702201843
3995,notice,0.36824697256088257
8415,conscious,0.3681020438671112
456,often,0.36802273988723755
1867,sign,0.36800116300582886
1646,supply,0.36798667907714844
8198,excuse,0.36767199635505676
3233,instance,0.3673681318759918
5562,notion,0.3673242926597595
1839,interest,0.36730846762657166
1898,show,0.3671625554561615
8537,compelling,0.36716026067733765
2368,learn,0.3671404719352722
1698,subject,0.3668750822544098
772,cost,0.3668385446071625
2970,aside,0.36683332920074463
1896,apparently,0.366487592458725
1051,side,0.3664814233779907
104,united,0.36646318435668945
278,system,0.3663939833641052
861,common,0.3663642108440399
7284,realistic,0.36630916595458984
1158,value,0.36626794934272766
2366,create,0.36609533429145813
1970,action,0.3660007119178772
272,bush,0.3656776249408722
3147,reputation,0.36565300822257996
427,economy,0.3656364977359772
250,local,0.3656327426433563
2651,struggle,0.3654896020889282
4990,argue,0.36542242765426636
1173,source,0.3651910424232483
360,health,0.36512619256973267
4251,prospect,0.36508089303970337
2010,assistance,0.3650473952293396
1351,amid,0.3648828864097595
1229,finally,0.3648143410682678
2516,seriously,0.36478814482688904
2542,interested,0.3647843301296234
7434,intend,0.36477556824684143
1296,reform,0.36472833156585693
830,legal,0.3646155297756195
3341,virtually,0.3645463287830353
3948,renew,0.36452925205230713
4699,useful,0.3644925653934479
2147,simple,0.36418044567108154
1073,raise,0.3641503155231476
1261,effect,0.3641357123851776
3456,apparent,0.3641355633735657
2638,indicate,0.3641224801540375
818,market,0.36393532156944275
2198,know,0.363907128572464
389,point,0.3638804256916046
443,clinton,0.36373722553253174
163,home,0.363702654838562
5891,balance,0.3636798560619354
5317,desperate,0.36364850401878357
4370,harder,0.3635574281215668
7512,flexibility,0.36344587802886963
1022,reach,0.3634181618690491
2977,alive,0.36337965726852417
5295,depends,0.3633091151714325
6300,reliable,0.3632289171218872
587,outside,0.3631581962108612
542,role,0.36304986476898193
1764,manage,0.36279961466789246
2048,advance,0.36279287934303284
1165,change,0.36275583505630493
5496,integrity,0.362714946269989
1650,appear,0.3626784682273865
615,issue,0.36232858896255493
2942,competitive,0.36230558156967163
1107,note,0.3622797131538391
1084,begin,0.36220261454582214
4391,intention,0.3621937930583954
9192,likewise,0.3621457517147064
7628,appeal,0.3620777726173401
380,development,0.3619648218154907
8888,insufficient,0.3619612753391266
7486,intention,0.36190927028656006
9769,urgency,0.3617475926876068
3194,affect,0.36171045899391174
2489,knowledge,0.36161619424819946
1117,authority,0.3615962266921997
721,crisis,0.3614915609359741
3271,fail,0.36146554350852966
1851,standard,0.36142680048942566
1157,cause,0.36138245463371277
561,behind,0.3613332509994507
6788,robust,0.36120450496673584
5656,rely,0.36090531945228577
3378,demand,0.3608909845352173
1584,largely,0.36087173223495483
7380,appreciate,0.3608240783214569
3228,defend,0.36068132519721985
2543,consider,0.36054861545562744
1790,develop,0.36054256558418274
1208,question,0.3605272173881531
8605,convincing,0.3604569733142853
229,month,0.36036819219589233
1049,meanwhile,0.3603518307209015
5750,prefer,0.3602875769138336
5323,expect,0.36027899384498596
1054,believe,0.36023908853530884
4127,consensus,0.3602105677127838
5150,uncertainty,0.360193133354187
1786,highly,0.36012428998947144
1463,proposal,0.3600979447364807
3217,unusual,0.36006978154182434
4117,argue,0.35992419719696045
3048,struggle,0.3598727285861969
501,community,0.35985660552978516
1901,talk,0.35974496603012085
988,grow,0.35969531536102295
2549,acknowledge,0.3595137298107147
2375,check,0.359477698802948
2544,favor,0.3592410981655121
184,thursday,0.3592361807823181
1232,expert,0.3591071665287018
3478,familiar,0.3590531647205353
7674,credible,0.35894060134887695
2719,share,0.3589319884777069
6321,whenever,0.3589158356189728
1913,benefit,0.35888880491256714
1658,appear,0.35884618759155273
154,told,0.35879242420196533
171,tuesday,0.35878852009773254
2088,hurt,0.35868388414382935
4258,momentum,0.3585578501224518
6718,fragile,0.3583844304084778
1144,take,0.35834142565727234
1071,sometimes,0.3583086133003235
2745,truth,0.35825249552726746
1527,go,0.35819894075393677
6717,explain,0.358180969953537
4470,urge,0.35812675952911377
2936,option,0.35801059007644653
1545,send,0.35797828435897827
199,early,0.3579319715499878
701,global,0.3577621579170227
2531,turn,0.3577542304992676
4590,vulnerable,0.35772743821144104
1952,provide,0.35769861936569214
3514,aggressive,0.3576562702655792
268,power,0.3576021194458008
6681,acceptance,0.3575895428657532
969,cooperation,0.3574734032154083
4600,intervention,0.35738736391067505
1484,cash,0.357290655374527
1522,knew,0.3571797311306
2835,cite,0.35705870389938354
1722,show,0.35699257254600525
1266,attempt,0.35698363184928894
1547,claim,0.3569793701171875
4454,modest,0.35696884989738464
2007,basic,0.35686030983924866
3000,challenge,0.35682886838912964
4193,assessment,0.35681384801864624
5291,explanation,0.35680878162384033
3138,vision,0.35675638914108276
5213,regardless,0.35667359828948975
1043,remain,0.35655778646469116
7763,deserve,0.356517493724823
4172,view,0.3563988506793976
6605,contrary,0.35621288418769836
1521,basis,0.3560062050819397
1661,customer,0.35581544041633606
1530,account,0.35581275820732117
1605,fast,0.35575899481773376
2633,unlike,0.3556998670101166
7089,surprisingly,0.35568252205848694
1205,negotiation,0.35566407442092896
5251,perspective,0.3555426299571991
200,accord,0.35552945733070374
82,year,0.3555031418800354
5062,attractive,0.3552890717983246
2943,spirit,0.35528624057769775
185,friday,0.35526609420776367
9048,wish,0.35509026050567627
6034,frustrate,0.35497620701789856
3024,equal,0.35489681363105774
3721,regard,0.3547412157058716
3518,usual,0.3547304570674896
8140,lack,0.3547120690345764
1426,individual,0.354524701833725
310,open,0.35439321398735046
3072,matter,0.3543408513069153
3807,recognize,0.35427752137184143
5977,tremendous,0.3539862036705017
7019,warn,0.353814959526062
2826,opportunity,0.3537505567073822
906,evidence,0.35357269644737244
2215,completely,0.3535580337047577
1442,responsible,0.353455513715744
1902,specific,0.35326501727104187
1973,normal,0.3531867563724518
4714,extraordinary,0.35315003991127014
2333,difference,0.35309460759162903
177,wednesday,0.3530716598033905
3360,respond,0.35304388403892517
6618,wise,0.35302871465682983
636,short,0.3529894948005676
1636,aim,0.35285577178001404
1104,fund,0.3527478277683258
3046,mutual,0.3527464270591736
6530,undermine,0.3527018129825592
507,whose,0.35266992449760437
3298,prepare,0.35247334837913513
2338,improve,0.3524569869041443
1220,leave,0.3522557318210602
4360,negotiate,0.3521810472011566
1072,addition,0.3521781265735626
6281,keen,0.3521471917629242
1067,rule,0.3517874777317047
2387,determine,0.3517323136329651
3998,brings,0.351693332195282
62,year,0.3515144884586334
2077,except,0.3514856994152069
2386,closer,0.3514508605003357
686,increase,0.3514482080936432
5234,retain,0.35131677985191345
2615,perfect,0.3512870967388153
5013,preserve,0.3512803018093109
350,earlier,0.3512625992298126
8798,satisfy,0.35123196244239807
744,recently,0.35116201639175415
7982,sooner,0.35104697942733765
183,monday,0.35100433230400085
4798,save,0.35091766715049744
1422,debate,0.35079753398895264
3606,besides,0.35068294405937195
5261,enhance,0.3506079912185669
5012,demonstrate,0.35058367252349854
3847,principle,0.35042884945869446
1483,relationship,0.35037070512771606
4287,proud,0.35034215450286865
1827,continue,0.3503356873989105
85,world,0.3503005802631378
1471,discus,0.35028505325317383
1903,fresh,0.35021889209747314
6595,reward,0.35015958547592163
305,case,0.3500465750694275
4011,moral,0.3499204218387604
1824,initial,0.3499090373516083
3320,unity,0.34984052181243896
977,try,0.34976086020469666
252,country,0.34964048862457275
1811,towards,0.34958547353744507
883,performance,0.34958216547966003
1488,target,0.34926164150238037
3157,establishment,0.34925442934036255
10055,anticipation,0.349184513092041
5836,mind,0.3491649925708771
1668,corporate,0.3491513133049011
3541,sensitive,0.34905749559402466
8286,justified,0.34898126125335693
1716,watch,0.3489135205745697
6703,emphasize,0.3488847017288208
8889,reminder,0.3488463759422302
3981,survive,0.34868887066841125
286,meeting,0.34857597947120667
600,together,0.3485359251499176
4228,contribute,0.3484686017036438
609,high,0.34837591648101807
6997,nowhere,0.3483426868915558
3663,help,0.34822553396224976
783,investment,0.34818732738494873
3620,troubled,0.34817320108413696
2887,initiative,0.3480951189994812
1476,address,0.3480910360813141
239,official,0.34795787930488586
1163,domestic,0.34786540269851685
3295,discussion,0.3478533625602722
3472,effectively,0.3478531539440155
1986,approval,0.34762704372406006
1540,resource,0.3475957214832306
1653,receive,0.3475657105445862
5042,gotten,0.34736767411231995
4921,pledge,0.3473464548587799
552,growth,0.3472842574119568
2089,announcement,0.3472515344619751
2469,dialogue,0.3471392095088959
4210,manage,0.3471381962299347
4352,anybody,0.34711313247680664
3260,push,0.3470229208469391
557,special,0.34695255756378174
593,share,0.3469284176826477
4655,essentially,0.3469260632991791
3735,welcome,0.346888929605484
687,report,0.3467930853366852
1324,huge,0.3467862010002136
2257,reform,0.3467339873313904
2957,proposal,0.34671229124069214
3203,ongoing,0.3467041850090027
112,state,0.3466448187828064
7667,justify,0.34664371609687805
1092,begin,0.3466341197490692
