,word,anxious_similarity
9555,perhaps,0.648874819278717
11489,recognize,0.6487439274787903
4171,easy,0.6483703255653381
5861,mind,0.6483545899391174
3659,let,0.6481543779373169
5433,negative,0.64785236120224
5770,wise,0.6473838686943054
8999,opposite,0.6473363041877747
19247,challenge,0.6469025015830994
946,reason,0.6468303799629211
30706,involves,0.6461569666862488
8185,remain,0.6461446285247803
7751,example,0.6461085081100464
2561,way,0.6460891366004944
6026,action,0.646085798740387
3856,hearing,0.6459811329841614
29537,control,0.6459057927131653
38352,tougher,0.645571768283844
4168,keep,0.6455009579658508
3035,trouble,0.6453885436058044
11271,influence,0.6453112959861755
798,enough,0.6445768475532532
1925,seem,0.6444644331932068
3434,doubt,0.6444053649902344
5041,emotion,0.6438875794410706
13812,limit,0.6438015699386597
651,mind,0.6437966823577881
5952,allow,0.6437703371047974
5369,although,0.6435568928718567
20196,circumstance,0.6433659195899963
3831,tough,0.6430560350418091
2510,unless,0.6426977515220642
1999,sense,0.6419630646705627
33949,convincing,0.6416634917259216
692,sometimes,0.6413964033126831
23240,intend,0.6411663889884949
10596,presence,0.6409854888916016
3080,positive,0.6409031748771667
14190,unhappy,0.6403824090957642
9896,habit,0.6403261423110962
2301,longer,0.6401875019073486
23675,reflect,0.6401363015174866
3584,learn,0.6399219632148743
7724,ability,0.639769971370697
3148,usually,0.6391424536705017
16794,thus,0.6391329169273376
6005,neither,0.639013409614563
9625,regardless,0.6387584805488586
7781,progress,0.6385074257850647
3625,beyond,0.6382331252098083
1671,become,0.637981116771698
1218,mean,0.6379792094230652
9387,physical,0.6377307176589966
8358,prepared,0.6376451253890991
20451,associate,0.6372476816177368
22669,frustration,0.6367552876472473
7382,eventually,0.636722207069397
1807,self,0.6363491415977478
7432,apologize,0.6359633803367615
11644,damage,0.6359003782272339
9786,force,0.6354224681854248
6637,interest,0.6351881623268127
23045,involve,0.635115921497345
1333,feeling,0.6350194811820984
19401,require,0.634825587272644
3010,brain,0.6345748901367188
22864,prove,0.6345496773719788
30505,apparent,0.6344347596168518
11839,determine,0.6342982649803162
8068,promise,0.6342615485191345
3399,mistake,0.6336304545402527
2833,handle,0.6335526704788208
6213,consider,0.6333024501800537
10839,situation,0.6332943439483643
6967,confidence,0.6329730749130249
12479,fear,0.6329664587974548
7654,hope,0.6326555013656616
13357,toward,0.6325978636741638
3739,shame,0.6323924660682678
27561,rejection,0.6322312951087952
14383,unlike,0.6321204304695129
4349,grow,0.632016122341156
713,might,0.6319894194602966
7405,somehow,0.6319500803947449
19533,belief,0.6318933963775635
5259,move,0.6318485140800476
19090,depend,0.6317612528800964
15997,challenge,0.6315372586250305
8811,mentally,0.6314814686775208
6075,silent,0.6314058899879456
1595,take,0.631308913230896
21310,continued,0.6312605738639832
11440,commit,0.6309190988540649
2625,move,0.6308807134628296
5739,disappointed,0.6307885050773621
28068,guilt,0.6306965947151184
8476,potential,0.6305174231529236
33190,justify,0.6303197145462036
9852,push,0.6302608847618103
8737,stand,0.6299158930778503
16047,critical,0.6298710107803345
26183,criticism,0.629844069480896
6099,become,0.6297475099563599
7949,survive,0.6296047568321228
20376,punishment,0.6295040249824524
30014,burden,0.628972053527832
15512,harm,0.6288831233978271
34736,difficulty,0.6285138726234436
13810,embrace,0.628437876701355
7042,nowhere,0.628391683101654
46348,midst,0.6283871531486511
8370,surely,0.6281488537788391
10616,standard,0.628146231174469
28507,unsure,0.6280638575553894
9697,unknown,0.6280531287193298
11506,normally,0.6279218792915344
2597,life,0.6278566122055054
1232,bad,0.6276292204856873
5858,worry,0.6275996565818787
2248,lie,0.6275272965431213
3437,attitude,0.6274781823158264
27842,experience,0.627394437789917
4463,clearly,0.6271646022796631
1343,either,0.627101480960846
30412,continue,0.627096951007843
21737,outcome,0.6268367171287537
40179,spite,0.6268224120140076
25029,consistent,0.6267922520637512
30066,encounter,0.626550018787384
31972,compromise,0.6263112425804138
12688,cause,0.6262547373771667
5466,help,0.6260477900505066
12513,task,0.6258009076118469
3791,know,0.6257523894309998
23194,risk,0.6252648234367371
35924,admit,0.6249550580978394
7903,expect,0.6248769760131836
7443,depends,0.6248732805252075
15460,ease,0.6248310804367065
6405,possibly,0.6246078610420227
16437,develop,0.6245902180671692
25417,doubt,0.6244335770606995
13230,experienced,0.6244187951087952
959,understand,0.624322235584259
16703,warm,0.6240095496177673
8801,understand,0.6239697337150574
11087,ashamed,0.6239502429962158
9186,act,0.6235992312431335
10173,compare,0.6235143542289734
990,relationship,0.6234858632087708
4157,fault,0.6233957409858704
8473,seek,0.6231808066368103
10987,solve,0.6229742169380188
40266,intent,0.6229494214057922
5680,willing,0.6229028701782227
979,trust,0.6228700876235962
8645,complicate,0.6226527094841003
9274,therefore,0.6225305795669556
17897,underestimate,0.6224446892738342
2626,lose,0.6222771406173706
1330,learn,0.6222432851791382
9237,unfortunately,0.622212290763855
12056,commit,0.6222049593925476
42959,separation,0.6221427321434021
417,person,0.621659517288208
14318,harsh,0.6215093731880188
12817,threat,0.6214506030082703
10399,curse,0.6214134693145752
60229,inability,0.6212711930274963
21541,decide,0.6209775805473328
18670,prof,0.6208537817001343
13184,stop,0.6207802891731262
9181,useless,0.6207300424575806
3672,focus,0.6204052567481995
6054,strange,0.6203659772872925
19190,reputation,0.6203261613845825
3993,admit,0.6202994585037231
18390,step,0.6202386617660522
3291,upset,0.6201422810554504
8886,worry,0.6200571060180664
42715,realization,0.6200241446495056
7993,destroy,0.6198241114616394
29500,overwhelm,0.6197502613067627
5415,insane,0.6196656823158264
14076,witness,0.619641125202179
3157,except,0.6195204854011536
2751,especially,0.6194716691970825
6261,term,0.6194554567337036
36862,sanity,0.6194384694099426
38913,oppose,0.619324266910553
6770,step,0.6192598342895508
19500,confusion,0.6191278696060181
13030,remains,0.6188277006149292
25642,pursue,0.6184415221214294
21662,damn,0.6184057593345642
10238,side,0.618337869644165
2151,grow,0.6182418465614319
660,try,0.6178933382034302
19216,overcome,0.617875337600708
1773,able,0.6178638935089111
19222,hatred,0.6178238987922668
28339,affect,0.6178197264671326
17044,stupidity,0.6176847219467163
3101,completely,0.6176625490188599
3469,give,0.6175176501274109
32121,control,0.6173401474952698
4847,change,0.6173326373100281
4264,decision,0.6172894239425659
4026,worried,0.6172431707382202
38641,difficulty,0.617240309715271
488,nothing,0.617216944694519
27617,despise,0.6171015501022339
7884,mostly,0.6170192360877991
14694,power,0.6166836619377136
8178,consider,0.6166186928749084
23407,tolerate,0.6166120767593384
3373,explain,0.6163247227668762
3765,find,0.6160534620285034
5889,risk,0.6159411668777466
33639,lack,0.6158213019371033
29073,unlikely,0.6157513856887817
2939,reason,0.6155714392662048
1282,truth,0.6155386567115784
23005,sympathy,0.6155233979225159
844,think,0.6154878735542297
3022,faith,0.6154595613479614
8843,fool,0.6154282093048096
24439,mistaken,0.6154205203056335
11913,danger,0.6154022216796875
13393,perspective,0.6154019832611084
1307,less,0.615298867225647
13212,show,0.6152790784835815
5060,strong,0.6152423024177551
2735,mess,0.6152409911155701
22930,unable,0.6150734424591064
3479,apart,0.6150649189949036
1109,past,0.6148797273635864
42525,grasp,0.6148529648780823
14194,face,0.6147491335868835
12041,ignorance,0.6146133542060852
11147,physically,0.6145868897438049
130,people,0.6145171523094177
4652,want,0.6143204569816589
3390,easily,0.6142889261245728
4615,within,0.6141536831855774
8705,pretend,0.6140356063842773
3195,reality,0.6140350103378296
5734,argue,0.6136946082115173
2620,honest,0.6136170029640198
5571,opportunity,0.6135635375976562
5032,complain,0.6135532259941101
1722,realize,0.6134239435195923
2668,suppose,0.613337516784668
3931,effort,0.6133083701133728
33530,relative,0.6131054162979126
21151,rely,0.6129894852638245
2404,seem,0.6129285097122192
16296,trust,0.6128860712051392
2908,relationship,0.6128590703010559
12710,behavior,0.6127598285675049
17317,allow,0.6127327680587769
663,without,0.6126388311386108
9826,hardly,0.6126376986503601
8085,hiding,0.6126234531402588
2209,give,0.6122025847434998
5688,see,0.6121606230735779
15138,brain,0.6121503114700317
16989,foolish,0.6118576526641846
4852,brings,0.6118133068084717
10071,sadly,0.6118118166923523
24803,concern,0.6117867827415466
19418,surprising,0.6113326549530029
664,wrong,0.6113302111625671
35457,principle,0.6111706495285034
29821,handle,0.6111521124839783
9406,great,0.6111177206039429
5239,distance,0.6109267473220825
13412,nonsense,0.6106240153312683
29648,demand,0.6104549169540405
19162,generally,0.6104317307472229
8216,breathing,0.6104087829589844
992,hurt,0.6103918552398682
14132,fail,0.6103734374046326
4575,matter,0.6102727651596069
44068,rethink,0.6101378202438354
19808,need,0.6100790500640869
2773,weak,0.6100565195083618
13340,satisfied,0.6099843382835388
7446,knowledge,0.6098996996879578
38032,slightest,0.6097421646118164
30396,judgment,0.6095660328865051
1064,word,0.6094404458999634
25103,necessarily,0.609411358833313
16776,intention,0.6093683242797852
16824,explain,0.6091861724853516
47516,ultimately,0.608946681022644
19099,allows,0.60890793800354
1523,pain,0.6087494492530823
7014,process,0.6086479425430298
81658,ass,0.6086423993110657
2268,human,0.6086085438728333
8795,painful,0.6085498332977295
41146,idle,0.6085208058357239
20863,disappoint,0.6084998250007629
1534,behind,0.608479380607605
5987,meaning,0.6082639098167419
6641,patience,0.6082140803337097
8769,grant,0.6081544160842896
28799,loneliness,0.6080486178398132
631,anything,0.6080331802368164
4111,turn,0.6080099940299988
7057,treat,0.6079261898994446
13910,rarely,0.6078864336013794
6021,rough,0.6078698635101318
9602,scare,0.6077541708946228
10009,appear,0.6075669527053833
1306,future,0.6073207259178162
5127,silence,0.6073079705238342
523,make,0.6072025895118713
19877,explanation,0.6068278551101685
15870,ordinary,0.6066696047782898
23442,acknowledge,0.6066601276397705
26725,reasonable,0.6065335869789124
1704,living,0.6063587069511414
30516,express,0.6063511371612549
36779,distract,0.6062489748001099
4696,speak,0.6060327887535095
7588,choice,0.6060079336166382
12689,equal,0.605972170829773
5515,sign,0.6059363484382629
5057,ruin,0.6059046387672424
6546,powerful,0.6057864427566528
21145,quicker,0.6057817339897156
5300,strength,0.6054418683052063
8214,obvious,0.6054374575614929
5873,constantly,0.6054244637489319
21993,avoid,0.6053882837295532
8725,manage,0.6052479147911072
645,else,0.6050554513931274
10315,panic,0.6049925088882446
38657,conduct,0.6049829125404358
687,change,0.6049608588218689
33754,grief,0.6049440503120422
27706,intention,0.6048238277435303
21852,prove,0.6047437787055969
14692,seem,0.6047219634056091
381,every,0.6045735478401184
28402,grudge,0.6045732498168945
57858,misunderstand,0.6045635938644409
2117,judge,0.6044314503669739
17683,hopeless,0.6044307351112366
5574,high,0.6043893098831177
3089,regret,0.6043603420257568
6422,expect,0.6043234467506409
17697,measure,0.6041730642318726
10217,forget,0.6041685342788696
1169,happen,0.6040496230125427
4998,lesson,0.6040346622467041
9366,level,0.6039630174636841
3116,ahead,0.6039155125617981
33315,consideration,0.603911280632019
5935,quickly,0.6038705706596375
15581,priority,0.6037944555282593
5849,pressure,0.6037469506263733
10615,realize,0.6037318110466003
21359,force,0.6037124991416931
19481,determine,0.6036987900733948
6543,guilty,0.603623628616333
5751,society,0.6035975217819214
352,thing,0.6033766269683838
65683,intentional,0.6031943559646606
30051,tricky,0.6031469702720642
22920,focus,0.6031332015991211
24113,difference,0.6031201481819153
1781,death,0.6031049489974976
1664,exactly,0.6030367612838745
12316,condition,0.6029813885688782
4523,closer,0.6027153134346008
1854,speak,0.6026273369789124
15300,minor,0.6024497151374817
33342,embarrassment,0.6023210883140564
18298,maintain,0.6023198962211609
3892,big,0.6021867394447327
3933,certain,0.6021343469619751
4673,freedom,0.6020967364311218
8385,connection,0.6020417809486389
74164,seemingly,0.6020058393478394
3577,major,0.6018596887588501
9126,depression,0.6018465757369995
1229,least,0.6017777919769287
2034,deep,0.6017106175422668
31226,ought,0.6016927361488342
9810,consider,0.6014797687530518
18820,wonder,0.6014463305473328
86534,stimulate,0.6013389229774475
13694,tragic,0.6013278961181641
54702,prevents,0.6013171672821045
10058,expectation,0.6013076901435852
5124,pray,0.6009740233421326
18351,amaze,0.6009619235992432
3836,forgive,0.6008681654930115
4640,begin,0.6008288264274597
11909,appearance,0.6007554531097412
30554,intellectual,0.6006603240966797
1642,worry,0.600586473941803
36274,deny,0.6005638837814331
12955,constant,0.6003143191337585
24961,unfortunate,0.6002908945083618
14432,prevent,0.6002276539802551
14592,confuse,0.600223183631897
2012,tell,0.6002199649810791
14035,wreck,0.6001899242401123
22326,develop,0.600122332572937
3084,experience,0.6000514626502991
7599,patient,0.5998123288154602
9991,confuse,0.599723756313324
5266,remind,0.5997040271759033
4509,pretend,0.5996721386909485
8738,speaks,0.5996567606925964
22781,driven,0.5994182229042053
23608,careless,0.599418044090271
33498,surround,0.5992803573608398
71217,damage,0.5992047190666199
9047,demand,0.5991514921188354
38735,narrow,0.5991321802139282
66053,destructive,0.5989845395088196
3653,hop,0.598819375038147
10366,frustrate,0.598785400390625
19963,conflict,0.5987387299537659
363,something,0.5985180139541626
22676,attempt,0.5985052585601807
37962,potentially,0.5985012650489807
3664,push,0.5984598994255066
17320,require,0.5983726978302002
2436,possible,0.5981644988059998
44171,question,0.5981115698814392
4849,upon,0.5980920195579529
6181,suddenly,0.598071813583374
2965,lie,0.598051905632019
2011,meant,0.5980333685874939
39031,fault,0.5979939103126526
18202,refer,0.5979421138763428
6769,whose,0.5979334115982056
19366,creates,0.5977626442909241
24623,conscious,0.5977258682250977
8489,understands,0.5976797938346863
1849,important,0.5975677371025085
23202,tolerance,0.5975302457809448
5883,response,0.5975247025489807
42250,troubled,0.5972761511802673
5390,awful,0.5972698926925659
27378,destroy,0.5972638726234436
11032,believe,0.5972102284431458
53483,needle,0.5967428684234619
34557,boundary,0.5967227816581726
8652,improve,0.5966774821281433
4909,rule,0.5966697335243225
8119,sober,0.5966378450393677
7888,passing,0.5966162085533142
12865,appear,0.5963947176933289
31304,threaten,0.596360981464386
66943,downside,0.5963454842567444
23452,illness,0.5963433980941772
24146,suspicious,0.5962142944335938
10966,timing,0.5961530804634094
6456,screw,0.5960994362831116
19635,mainly,0.5960397720336914
84364,perceive,0.5959433317184448
17520,disappoint,0.5959043502807617
7665,fight,0.595885157585144
9032,waste,0.5957909822463989
5070,successful,0.5957311987876892
49394,form,0.5957196950912476
52528,affect,0.5956130623817444
3657,turn,0.5955089330673218
1210,problem,0.5952962040901184
6135,refuse,0.595287024974823
27405,settle,0.5952386856079102
11793,majority,0.5952111482620239
181,life,0.5951029062271118
10711,succeed,0.5950351357460022
14218,peaceful,0.594989001750946
1397,one,0.594943106174469
37499,consistently,0.5949341058731079
2639,truly,0.5948392152786255
2053,middle,0.594747006893158
2972,care,0.5946749448776245
1290,hold,0.5945848822593689
29791,behaviour,0.5944042205810547
5948,option,0.5943461656570435
3050,confuse,0.5943339467048645
23233,disgrace,0.5943176746368408
26930,improve,0.5942766666412354
20172,importance,0.5942429304122925
41029,abandon,0.5942261219024658
51452,rational,0.5941382646560669
6907,lead,0.5940284729003906
3870,hide,0.5940231680870056
33664,settle,0.5939709544181824
1068,take,0.5939286947250366
2022,step,0.5938471555709839
34927,occasionally,0.5937166213989258
26012,sickness,0.5936439037322998
19020,irony,0.5936289429664612
8146,realise,0.5936046242713928
49257,dependent,0.5935656428337097
6467,usual,0.5934529900550842
4558,surprised,0.5934368371963501
3945,harder,0.5933589935302734
10834,certainly,0.593355119228363
1208,fight,0.5932810306549072
4981,bother,0.5931894183158875
41601,concern,0.5930672287940979
11472,bother,0.5928146243095398
10824,emotion,0.592808723449707
15087,nerve,0.5927889943122864
15688,separate,0.592782199382782
9881,term,0.5927433371543884
59347,reconsider,0.5926358103752136
3731,show,0.5926307439804077
297,could,0.5926176905632019
13745,complex,0.5925104022026062
8100,besides,0.5924311876296997
80298,indication,0.5924065113067627
39639,self esteem,0.5921726226806641
43814,doom,0.5921162962913513
11813,emotionally,0.5921080112457275
61870,overlook,0.5920692682266235
102537,disagreement,0.5920607447624207
1709,scar,0.5920585989952087
13343,defend,0.5920364260673523
61190,prone,0.5920177102088928
49450,contrary,0.5920066833496094
9513,focus,0.5919742584228516
25493,discipline,0.5919286608695984
16565,reach,0.5916422605514526
2931,period,0.5915868878364563
1213,close,0.5915298461914062
14235,react,0.5915153622627258
63529,assumption,0.5914010405540466
7338,try,0.591377317905426
24467,stable,0.591361403465271
12609,cause,0.5911174416542053
30617,distraction,0.5911120772361755
23685,threat,0.5910701751708984
41700,factor,0.5909168124198914
2530,success,0.5908881425857544
23574,attack,0.5907909274101257
4954,faster,0.5907728672027588
31671,blame,0.5906774401664734
14521,motivate,0.5906686186790466
8899,impact,0.5905654430389404
15497,grows,0.5905166268348694
11999,existence,0.5904918909072876
1507,serious,0.590481698513031
20623,authority,0.5903688669204712
6743,help,0.5903089046478271
8289,honesty,0.590269923210144
1362,strong,0.5901666879653931
36212,handle,0.5901498794555664
5655,blind,0.5901060104370117
10214,anxiety,0.590065062046051
47126,despair,0.5900641679763794
12198,convince,0.5900576114654541
19195,maturity,0.590023934841156
64424,indicate,0.589981734752655
5719,break,0.5899317860603333
17684,distract,0.589855432510376
20566,forgive,0.5897748470306396
10275,opinion,0.5896388292312622
11678,disrespect,0.589451253414154
1227,easy,0.5894423127174377
8547,curious,0.589329183101654
19734,ground,0.5893280506134033
8015,desperate,0.5892887711524963
4816,help,0.5892770290374756
14850,unfair,0.589228093624115
2641,kill,0.5891600251197815
37073,aim,0.5890918374061584
10536,discus,0.5890867710113525
5956,position,0.5890779495239258
40345,concentration,0.5890597105026245
14797,depend,0.588780403137207
34984,punish,0.5887611508369446
3429,hold,0.5887518525123596
18363,judged,0.5885733962059021
14147,choose,0.5885644555091858
35548,endure,0.5885096788406372
4454,stand,0.5884174704551697
40731,downfall,0.5882958173751831
4141,there,0.5882676243782043
10908,achieve,0.5882246494293213
1240,woman,0.5881363749504089
1469,whatever,0.5881186723709106
18398,defend,0.5881018042564392
42163,outrage,0.587911069393158
5404,barely,0.5878602266311646
50354,avoid,0.587859570980072
4327,learn,0.5878100991249084
17267,easy,0.5877196788787842
8790,nightmare,0.5876875519752502
3749,impossible,0.587649941444397
31038,described,0.5874691009521484
18796,aggressive,0.5874562859535217
41060,confront,0.5874250531196594
6483,depressed,0.5874136686325073
17754,carry,0.5874122977256775
23101,object,0.5873968601226807
13027,seek,0.5873727202415466
28021,crush,0.5873372554779053
20361,blame,0.5873104333877563
14111,proven,0.5872783064842224
10749,impressed,0.5872419476509094
868,turn,0.5870048403739929
12895,treat,0.5869952440261841
39882,appeal,0.5869486927986145
33537,expectation,0.5868908762931824
1258,side,0.5868718028068542
17039,deaf,0.5868483185768127
11275,suggest,0.5867491960525513
8648,fails,0.5867035388946533
7034,settle,0.5866663455963135
7736,find,0.5866451859474182
7628,personally,0.5865513682365417
27929,ensure,0.5865099430084229
14869,frustrate,0.586449921131134
2479,plan,0.5864442586898804
32501,disguise,0.5863149762153625
8509,selfish,0.5862417817115784
264,feel,0.5862317681312561
20827,remind,0.5862268805503845
32692,identify,0.5862153172492981
16582,recall,0.5861961841583252
6186,dislike,0.5861376523971558
34470,accomplishment,0.5861232280731201
4770,ground,0.5860545635223389
11224,excitement,0.5860031247138977
35255,optimism,0.5859732031822205
14534,deeper,0.585929811000824
46779,reflect,0.585806131362915
5549,correct,0.5857506394386292
23823,predict,0.5857424139976501
2542,fall,0.5855675339698792
20306,slight,0.5855477452278137
410,thing,0.5855329036712646
37089,balance,0.5855023264884949
954,others,0.5854822397232056
7990,attempt,0.5854165554046631
8200,lifetime,0.5853579044342041
10220,inner,0.5853283405303955
1321,see,0.5852153301239014
10598,sooner,0.585162341594696
48811,objective,0.5850101709365845
17929,reflection,0.5848318934440613
20958,mysterious,0.5848102569580078
746,time,0.5847778916358948
7815,stop,0.5847550630569458
3579,talk,0.5847246050834656
34450,involve,0.5846022963523865
33939,sexuality,0.5845648050308228
1336,stand,0.584408700466156
13899,disagree,0.5843487977981567
428,everything,0.5842730402946472
22721,dilemma,0.5842072367668152
42874,tendency,0.5841594934463501
6237,complain,0.5840997099876404
15357,forth,0.5840975642204285
598,another,0.5840887427330017
8582,sake,0.5840651988983154
11701,law,0.5840553045272827
36213,grudge,0.5839663147926331
896,probably,0.5839604139328003
28797,particularly,0.5839227437973022
2319,happiness,0.5838597416877747
2787,fight,0.5838189721107483
5645,leaf,0.5838162302970886
1135,work,0.5837977528572083
29558,thrill,0.5837466716766357
6962,plan,0.5836840867996216
5099,carry,0.5836105942726135
11775,evidence,0.5835617184638977
758,leave,0.5833955407142639
2565,felt,0.5831859707832336
38748,strike,0.5831476449966431
32738,suicidal,0.5830603241920471
4119,teach,0.5830413699150085
3323,happen,0.583005964756012
15030,tragedy,0.5829877853393555
55721,demonstrate,0.5828333497047424
31213,transition,0.582732081413269
99805,hardship,0.5827286839485168
42924,continuously,0.5826857089996338
7486,built,0.5826456546783447
23736,strongly,0.582590639591217
1647,honestly,0.582567572593689
28139,imagine,0.5825613141059875
40847,unstable,0.5825437307357788
14612,argument,0.5825089812278748
2379,need,0.5825021266937256
8363,sentence,0.5824349522590637
470,find,0.582426905632019
3117,somewhere,0.582423985004425
2940,whenever,0.5824204683303833
13981,humanity,0.5824183821678162
8713,enemy,0.5824083685874939
41223,typically,0.5823938846588135
11698,understood,0.5823725461959839
9920,screw,0.5821958780288696
45780,seriousness,0.5821425318717957
1417,know,0.5820690989494324
9464,shock,0.5820581912994385
11794,guess,0.5818578600883484
16694,experience,0.5816847085952759
17364,person,0.5815144777297974
14684,greatness,0.5814531445503235
14444,torture,0.5814448595046997
11861,function,0.5813828110694885
56635,whereas,0.5813444256782532
10706,drive,0.5813032388687134
6463,become,0.5812191367149353
74329,confrontation,0.5812044739723206
8264,stay,0.5810779929161072
6279,stress,0.5810002088546753
621,thought,0.5809751749038696
6050,answer,0.5809358954429626
35366,elsewhere,0.580919623374939
521,care,0.5808924436569214
2923,turn,0.5808621048927307
21199,test,0.5807172656059265
52870,essentially,0.5806534886360168
37085,weak,0.580630898475647
69755,indicates,0.5806082487106323
4655,prove,0.5804724097251892
6211,suicide,0.5804368257522583
2603,along,0.5803337097167969
4843,kill,0.5802609920501709
7566,ignore,0.5802323818206787
35316,dealt,0.5802189111709595
19399,exception,0.5801906585693359
37561,figure,0.5801774263381958
186,think,0.5801759362220764
2057,bullshit,0.5800122618675232
41043,neglect,0.5799026489257812
4872,current,0.5798922777175903
35804,aspect,0.5798523426055908
42556,purely,0.5798466801643372
744,make,0.579713761806488
55158,uncertain,0.5795804262161255
4389,wonder,0.5795139074325562
33554,challenged,0.5794553160667419
18428,breakdown,0.5793808698654175
3343,advice,0.5793651342391968
38051,build,0.5793582201004028
7651,attach,0.5793383121490479
832,hear,0.5792912840843201
31130,encourage,0.5792589783668518
24681,mindset,0.5791040062904358
2416,work,0.5790335536003113
12859,embarrass,0.578974187374115
41687,recognise,0.5789359211921692
10537,deny,0.57893306016922
10331,subject,0.5788105726242065
10081,regret,0.5787807703018188
28544,merely,0.5787041187286377
5452,care,0.5786648988723755
238,someone,0.5786489248275757
2397,calm,0.5786484479904175
22369,solve,0.578613817691803
11740,throughout,0.5785439610481262
5700,extremely,0.5784749984741211
8658,cause,0.5784528255462646
31859,legitimate,0.5784075260162354
31590,unacceptable,0.5782749056816101
4613,base,0.5782721042633057
4147,suppose,0.5782068967819214
62767,dictate,0.5781257152557373
62419,instance,0.5781249403953552
8777,set,0.5780389308929443
320,work,0.5780126452445984
52576,shift,0.5779547095298767
24539,warn,0.577950656414032
7193,badly,0.5779418349266052
1151,walk,0.5779157280921936
8911,hold,0.5779098272323608
9908,plot,0.5778940916061401
632,anyone,0.5778890252113342
25776,eager,0.5778873562812805
8008,argue,0.5778864622116089
20357,misery,0.5778663158416748
8635,humble,0.5778411030769348
36276,establish,0.5777661800384521
21204,bother,0.5777381062507629
26674,attempt,0.57773756980896
436,talk,0.5777319669723511
12487,acceptable,0.5776851177215576
18494,small,0.577673614025116
15169,reckless,0.5773311257362366
20710,discuss,0.5772229433059692
4727,spell,0.5770806670188904
43427,latter,0.5770772099494934
6032,hurt,0.5770565271377563
29399,transform,0.5769797563552856
5895,proper,0.576958954334259
49532,slow,0.5769354701042175
7910,false,0.5769104361534119
26892,criticize,0.5768343210220337
55606,reason,0.5768048763275146
54386,embrace,0.5767762660980225
37997,eliminate,0.5767583847045898
28110,misunderstood,0.5767520070075989
3119,fool,0.5767070055007935
66180,execute,0.5766759514808655
19810,gut,0.5764957666397095
17927,appropriate,0.5763679146766663
11663,sadness,0.5763111710548401
13403,heal,0.5762702226638794
25914,mentality,0.5762156248092651
38061,occur,0.5760357975959778
34597,cease,0.5760136246681213
22197,life,0.5759782195091248
14255,closest,0.575965940952301
18984,heartbreak,0.5758978724479675
13866,convince,0.5758702158927917
12538,imagination,0.5758416056632996
22981,unusual,0.575797975063324
7371,wisdom,0.5757196545600891
4754,taught,0.5757131576538086
1006,go,0.5757049322128296
1916,child,0.5756853222846985
26034,advise,0.5756452083587646
19779,recover,0.5756280422210693
25979,whatsoever,0.5754638910293579
11499,stressful,0.5754346251487732
6255,waste,0.5753849148750305
62967,isolated,0.575331449508667
5924,accord,0.5753152370452881
22575,esteem,0.575304388999939
21880,terrify,0.5752886533737183
29513,caution,0.5752202272415161
4644,ridiculous,0.5751688480377197
11425,shed,0.5751655697822571
25272,fool,0.5751489996910095
10125,jealousy,0.5749075412750244
11531,phase,0.5749038457870483
49604,manages,0.574867844581604
614,must,0.5748386383056641
10473,create,0.5748193860054016
34787,rush,0.5747051239013672
295,well,0.5747041702270508
6896,pathetic,0.5746366381645203
